Disclaimer,,,,,,,,,,,,,,,,,,
"""GWDB DISCLAIMER:  Except where noted, all of the information provided in the Texas Water Development Board (TWDB) Groundwater Database (https://www.twdb.texas.gov/groundwater/data/gwdbrpt.asp) is believed to be accurate and reliable; however, the TWDB assumes no responsibility for any errors appearing in rules or otherwise. Further, TWDB assumes no responsibility for the use of the information provided. PLEASE NOTE that users of these data are responsible for checking the accuracy, completeness, currency and/or suitability of all information themselves. TWDB makes no guarantees or warranties as to the accuracy, completeness, currency, or suitability of the information provided via the Groundwater Database (GWDB). TWDB specifically disclaims any and all liability for any claims or damages that may result from providing GWDB data or the information it contains. For additional information or answers to questions concerning the TWDB GWDB, contact the Groundwater Data Team at GroundwaterData@twdb.texas.gov.""",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
StateWellNumber,LatitudeDD,LongitudeDD,County,AquiferCode,Owner,WellTypeCode,DrillingEndDate,WellDepth,CasingId,Diameter,TopDepth,BottomDepth,LandSurfaceElevation,WaterLevelsAvailable,WaterQualityAvailable,Pump,WellUse,Remarks
6829612,29.5653111,-98.3861,Bexar,218EBFZA,San Antonio Water System,W,4/18/1986,817,101,42,398,402,820,Yes,No,Turbine,Public Supply,Owner Well Number: Naco #5. TCEQ Source ID: G0150018CG. 
6829612,29.5653111,-98.3861,Bexar,218EBFZA,San Antonio Water System,W,4/18/1986,817,101,34,402,605,820,Yes,No,Turbine,Public Supply,Owner Well Number: Naco #5. TCEQ Source ID: G0150018CG. 
6829612,29.5653111,-98.3861,Bexar,218EBFZA,San Antonio Water System,W,4/18/1986,817,101,25,605,817,820,Yes,No,Turbine,Public Supply,Owner Well Number: Naco #5. TCEQ Source ID: G0150018CG. 
6829613,29.5648167,-98.3855583,Bexar,218EBFZA,San Antonio Water System,W,9/23/1986,815,10,36,0,360,820,Yes,Yes,Turbine,Public Supply,Owner Well Number: Naco #6. TCEQ Source ID: G0150018CH. 
6829613,29.5648167,-98.3855583,Bexar,218EBFZA,San Antonio Water System,W,9/23/1986,815,101,34,360,605,820,Yes,Yes,Turbine,Public Supply,Owner Well Number: Naco #6. TCEQ Source ID: G0150018CH. 
6829613,29.5648167,-98.3855583,Bexar,218EBFZA,San Antonio Water System,W,9/23/1986,815,101,25,605,815,820,Yes,Yes,Turbine,Public Supply,Owner Well Number: Naco #6. TCEQ Source ID: G0150018CH. 
6829614,29.5642194,-98.3848417,Bexar,218EBFZA,San Antonio Water System,W,5/13/1986,810,10,36,0,430,815,Yes,Yes,Turbine,Public Supply,Owner Well Number: Naco #7. TCEQ Source ID: G0150018CI. 
6829614,29.5642194,-98.3848417,Bexar,218EBFZA,San Antonio Water System,W,5/13/1986,810,101,34,430,810,815,Yes,Yes,Turbine,Public Supply,Owner Well Number: Naco #7. TCEQ Source ID: G0150018CI. 
6829701,29.5372222,-98.4638889,Bexar,218EBFZA,San Antonio Water Sys. Airport Station 3,O,0/0/1942,500,,,,,778,Yes,Yes,None,Unused,"GCD Well Number: SA Airport. Well F-172 in Texas Board of Water Engineers Bulletin 5608. Development test:  Drawdown of 9.24 ft. pumping 820 gpm for 1 hour on September 9, 1942."
6829702,29.523055,-98.484445,Bexar,218EBFZA,San Antonio Water Sys. Maltsberger Station #1,W,3/1/1965,872,10,30,0,274,787,No,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BM. Cemented from 436 ft. to surface. Top of Edwards 436 ft.
6829702,29.523055,-98.484445,Bexar,218EBFZA,San Antonio Water Sys. Maltsberger Station #1,W,3/1/1965,872,10,24,274,436,787,No,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BM. Cemented from 436 ft. to surface. Top of Edwards 436 ft.
6829702,29.523055,-98.484445,Bexar,218EBFZA,San Antonio Water Sys. Maltsberger Station #1,W,3/1/1965,872,101,,436,872,787,No,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BM. Cemented from 436 ft. to surface. Top of Edwards 436 ft.
6829703,29.5225056,-98.4833278,Bexar,218EBFZA,San Antonio Water Sys. Maltsberger Station #2,W,11/3/1967,824,10,30,0,403,762,No,Yes,Turbine,Public Supply,Owner Well Number: MALTSBERGER 2. TCEQ Source ID: G0150018BN. Tested at 6211 gpm when drilled. Cemented from 403 ft. to surface.
6829703,29.5225056,-98.4833278,Bexar,218EBFZA,San Antonio Water Sys. Maltsberger Station #2,W,11/3/1967,824,101,,403,824,762,No,Yes,Turbine,Public Supply,Owner Well Number: MALTSBERGER 2. TCEQ Source ID: G0150018BN. Tested at 6211 gpm when drilled. Cemented from 403 ft. to surface.
6829704,29.508612,-98.476111,Bexar,218EDRDA,R. W. Briggs,W,0/0/1940,,,,,,735,No,No,Turbine,Irrigation,
6829705,29.503889,-98.466944,Bexar,218EDRDA,Louis Lorenz,W,,540,,,,,840,No,No,Turbine,Domestic,Reported yield 350 gpm.
6829706,29.504445,-98.461112,Bexar,218EBFZA,L K Lambert ,W,,300,,,,,835,No,No,Piston,Domestic,
6829707,29.523055,-98.483611,Bexar,218EBFZA,San Antonio Water Sys. Maltsberger Station #3,W,1/0/1975,850,10,36,0,42,767,No,Yes,Turbine,Public Supply,"TCEQ Source ID: G0150018BO. Top of Edwards 410 ft.  Development test:  Drawdown of 4.5 ft. pumping 8,300 gpm in February 1975."
6829707,29.523055,-98.483611,Bexar,218EBFZA,San Antonio Water Sys. Maltsberger Station #3,W,1/0/1975,850,10,30,0,410,767,No,Yes,Turbine,Public Supply,"TCEQ Source ID: G0150018BO. Top of Edwards 410 ft.  Development test:  Drawdown of 4.5 ft. pumping 8,300 gpm in February 1975."
6829707,29.523055,-98.483611,Bexar,218EBFZA,San Antonio Water Sys. Maltsberger Station #3,W,1/0/1975,850,101,24,440,850,767,No,Yes,Turbine,Public Supply,"TCEQ Source ID: G0150018BO. Top of Edwards 410 ft.  Development test:  Drawdown of 4.5 ft. pumping 8,300 gpm in February 1975."
6829708,29.501667,-98.461389,Bexar,218EBFZA,Alamo Heights  Independent School,W,0/0/1925,370,,,,,820,Yes,No,None,Plugged or Destroyed,Well F-62 in Texas Board of Water Engineers Bulletin 5608.  Plugged. Historical Observation well.
6829709,29.503056,-98.461945,Bexar,218EBFZA,L. M. Gravely ,W,,339,,,,,828,Yes,No,Piston,Domestic,Well F-63 in Texas Board of Water Engineers Bulletin 5608. Historical Observation well.
6829710,29.501389,-98.463612,Bexar,218EBFZA,Robert C. Jenkens ,W,0/0/1944,425,,,,,828,Yes,No,None,Unused,Well F-125 in Texas Board of Water Engineers Bulletin 5608. Historical observation well.
6829711,29.527222,-98.473889,Bexar,218EBFZA,San Antonio Water Sys. Airport Station 1 ,W,0/0/1945,600,10,14,0,150,795,Yes,No,None,Plugged or Destroyed,Well F-128 in Texas Board of Water Engineers Bulletin 5608.  Plugged. Development test:  Drawdown of 16 ft. pumping 600 gpm.
6829711,29.527222,-98.473889,Bexar,218EBFZA,San Antonio Water Sys. Airport Station 1 ,W,0/0/1945,600,10,12,150,471,795,Yes,No,None,Plugged or Destroyed,Well F-128 in Texas Board of Water Engineers Bulletin 5608.  Plugged. Development test:  Drawdown of 16 ft. pumping 600 gpm.
6829711,29.527222,-98.473889,Bexar,218EBFZA,San Antonio Water Sys. Airport Station 1 ,W,0/0/1945,600,101,,471,600,795,Yes,No,None,Plugged or Destroyed,Well F-128 in Texas Board of Water Engineers Bulletin 5608.  Plugged. Development test:  Drawdown of 16 ft. pumping 600 gpm.
6829712,29.523055,-98.483334,Bexar,218EBFZA,San Antonio Water Sys. Maltsberger Station #4,W,1/19/1985,851,10,30,0,422,775,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BP. Measured yield 7000 GPM with 6 feet drawdown after pumping 12 hours in 1985. Cemented from 0 to 422 feet.
6829712,29.523055,-98.483334,Bexar,218EBFZA,San Antonio Water Sys. Maltsberger Station #4,W,1/19/1985,851,101,24,422,851,775,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BP. Measured yield 7000 GPM with 6 feet drawdown after pumping 12 hours in 1985. Cemented from 0 to 422 feet.
6829713,29.523333,-98.482778,Bexar,218EBFZA,San Antonio Water Sys. Maltsberger Station #5,W,5/18/1986,848,10,36,0,430,762,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BQ. Measured yield 8000 GPM with 0 foot drawdown after pumping 12 hours in 1987. Cemented from 0 to 435 feet.
6829713,29.523333,-98.482778,Bexar,218EBFZA,San Antonio Water Sys. Maltsberger Station #5,W,5/18/1986,848,101,25,430,848,762,Yes,Yes,Turbine,Public Supply,TCEQ Source ID: G0150018BQ. Measured yield 8000 GPM with 0 foot drawdown after pumping 12 hours in 1987. Cemented from 0 to 435 feet.
6829714,29.5225,-98.482778,Bexar,218EBFZA,San Antonio Water Sys. Maltzberger Station #6,W,9/19/1997,848,10,30,0,408,758,Yes,No,Turbine,Public Supply,TCEQ Source ID: G0150018DB. Owner's Maltsberger #6 well. Measured yield 8633 GPM with 13.5 feet drawdown after pumping 14 hours in 1998. Specific capacity 639.5 GPM/ft. Cemented from 0 to 408 feet.
6829714,29.5225,-98.482778,Bexar,218EBFZA,San Antonio Water Sys. Maltzberger Station #6,W,9/19/1997,848,101,24,408,848,758,Yes,No,Turbine,Public Supply,TCEQ Source ID: G0150018DB. Owner's Maltsberger #6 well. Measured yield 8633 GPM with 13.5 feet drawdown after pumping 14 hours in 1998. Specific capacity 639.5 GPM/ft. Cemented from 0 to 408 feet.
6829802,29.533889,-98.421389,Bexar,218EDRDA,Chas. Bueche Jr.,W,4/0/1956,410,,,,,752,No,No,Submersible,Irrigation,
6829803,29.531389,-98.419722,Bexar,218EDRDA,City Public Service  Board Well #5 ,W,10/0/1961,795,10,20,0,252,777,No,No,Turbine,Industrial,"Cemented from 252 ft. to surface. Top of Edwards 254 ft.  Development test:  Drawdown of 7 ft. pumping 1,942 gpm for 8 hours on 8/28/61."
6829803,29.531389,-98.419722,Bexar,218EDRDA,City Public Service  Board Well #5 ,W,10/0/1961,795,101,,252,795,777,No,No,Turbine,Industrial,"Cemented from 252 ft. to surface. Top of Edwards 254 ft.  Development test:  Drawdown of 7 ft. pumping 1,942 gpm for 8 hours on 8/28/61."
6829804,29.5311111,-98.4208333,Bexar,218EBFZA,City Public Service  BoardWell #3,W,0/0/1954,761,,,,,763,No,Yes,Turbine,Plugged or Destroyed,"Plugging Report Tracking Number: 175311. Open hole from 243 to 761 ft.  Top of Edwards 242 ft.  Development test:  Drawdown of 34 ft. pumping 2,100 gpm for 3 hours."
6829805,29.530833,-98.420555,Bexar,218EBFZA,City Public Service  BoardWell #4,W,1/0/1961,800,,,,,768,No,Yes,Turbine,Industrial,"Open hole from 254 to 800 ft. Cemented from 257 ft. to surface. Top of Edwards 254 ft.  Development test:  Drawdown of 1 ft. pumping 2,700 gpm."
6829806,29.503889,-98.445,Bexar,218EDRDA,A.D. Rooke,W,8/0/1962,398,10,7,0,280,780,No,No,None,Unused,
6829806,29.503889,-98.445,Bexar,218EDRDA,A.D. Rooke,W,8/0/1962,398,101,,280,398,780,No,No,None,Unused,
6829807,29.500556,-98.435,Bexar,218EDRDA,Sunset Memorial  Cemetery,W,,600,,,,,725,No,No,Turbine,Irrigation,
6829808,29.500278,-98.433889,Bexar,218EDRDA,Sunset Memorial  Cemetery,W,2/0/1963,610,10,10,0,200,725,Yes,No,Turbine,Irrigation,
6829808,29.500278,-98.433889,Bexar,218EDRDA,Sunset Memorial  Cemetery,W,2/0/1963,610,10,7,200,470,725,Yes,No,Turbine,Irrigation,
6829808,29.500278,-98.433889,Bexar,218EDRDA,Sunset Memorial  Cemetery,W,2/0/1963,610,101,,470,610,725,Yes,No,Turbine,Irrigation,
6829809,29.535,-98.451112,Bexar,218EDRDA,Levi Kunz ,W,10/0/1955,364,,,,,776,No,Yes,Piston,Domestic,
6829810,29.5375,-98.450556,Bexar,218EBFZA,Green Light Insecti- cide Co.,W,12/0/1957,500,10,7,0,460,765,No,Yes,Submersible,Industrial,
6829810,29.5375,-98.450556,Bexar,218EBFZA,Green Light Insecti- cide Co.,W,12/0/1957,500,101,,460,500,765,No,Yes,Submersible,Industrial,
6829811,29.513889,-98.447778,Bexar,218EBFZA,San Antonio Water Sys. Northwood Station ,W,1/0/1954,612,10,20,0,209,736,Yes,Yes,Submersible,Public Supply,"TCEQ Source ID: G0150018BA. Well F-190 in Texas Board of Water Engineers Bulletin 5608.  Open hole from 209 to 612 ft.  Cemented from 209 ft. to surface.  Development test:  Drawdown of 5 ft. pumping 1,875 gpm.  Observation well."
6829811,29.513889,-98.447778,Bexar,218EBFZA,San Antonio Water Sys. Northwood Station ,W,1/0/1954,612,101,,209,612,736,Yes,Yes,Submersible,Public Supply,"TCEQ Source ID: G0150018BA. Well F-190 in Texas Board of Water Engineers Bulletin 5608.  Open hole from 209 to 612 ft.  Cemented from 209 ft. to surface.  Development test:  Drawdown of 5 ft. pumping 1,875 gpm.  Observation well."
6829812,29.524167,-98.442778,Bexar,218EDRDA,Tom E. Turner ,W,6/15/1972,350,,,,,780,Yes,No,Submersible,Irrigation,Cemented from 230 ft. to surface.
6829813,29.5325,-98.418055,Bexar,218EDRDA,City Public Service  Board ,W,4/20/1950,369,,,,,780,Yes,No,Submersible,Industrial,Well F-142 in Texas Board of Water Engineers Bulletin 5608.  Cemented from 265 ft. to surface.
6829814,29.531111,-98.4175,Bexar,218EDRDA,City Public Service  Board ,W,8/16/1952,746,,,,,765,Yes,No,Turbine,Industrial,Well F-204 in Texas Board of Water Engineers Bulletin 5608.  Cemented from 259 ft. to surface.
6829815,29.5046111,-98.4321667,Bexar,218EDRDA,Edgar Tobin,W,0/0/1944,347,,,,,701,Yes,No,Turbine,Plugged or Destroyed,"Plugging Report Tracking Number: 89516. GCD Well Number: EAA ID W100-226. Other Well Number: F-89 in M-013 and B5608. Well F-89 in Texas Board of Water Engineers Bulletin 5608.  Reported yield 2,000 gpm."
6829816,29.5046111,-98.4243333,Bexar,218EDRDA,Edgar Tobin,W,,,,,,,700,Yes,No,Turbine,Domestic,"GCD Well Number: EAA well ID W100-062. Other Well Number: F-90 in M-013 and B5608. Well F-90 in Texas Board of Water Engineers Bulletin 5608.  Reported yield 1,000 gpm."
6829817,29.508612,-98.441945,Bexar,218EDRDA,Salado Creek Spring ,S,,,,,,,729,No,No,,,USGS Site Number: 293031098263101. 
6829818,29.519722,-98.430555,Bexar,218EDRDA,Los Patios,W,10/30/1968,330,,,,,702,No,No,Submersible,Public Supply,TCEQ Source ID: G0150488A. TCEQ ID #0150488A.
6829901,29.539445,-98.3775,Bexar,218EDRDA,L. B. Welch ,W,0/0/1955,566,,,,,823,Yes,No,Turbine,Industrial,Open hole from 380 to 566 ft.  Top of Edwards 398 ft.
6829902,29.538334,-98.378889,Bexar,218EDRDA,R.L. Hasse,W,,400,,,,,823,No,No,Piston,Domestic,
6829903,29.538056,-98.376667,Bexar,218EDRDA,Austin Highway WSC Well #1 ,W,0/0/1958,485,,,,,839,No,No,Turbine,Public Supply,TCEQ Source ID: G0150041A. Owners well #1. Reported yield 150 GPM.
6829904,29.5325,-98.381667,Bexar,218EDRDA,N.E. Water Incorp.,W,,428,,,,,825,No,No,None,Unused,
6829905,29.531389,-98.383334,Bexar,218EBFZA,San Antonio Water Sys. Morningside #2,W,3/0/1964,440,,,,,805,No,Yes,None,Unused,
6829906,29.531111,-98.383889,Bexar,218EBFZA,San Antonio Water Sys. Morningside #1,W,0/0/1957,430,,,,,794,No,Yes,None,Unused,
6829907,29.529444,-98.391667,Bexar,218EDRDA,Thurman Barrett ,W,3/0/1958,660,,,,,762,No,No,None,Unused,
6829908,29.518889,-98.405556,Bexar,218EDRDA,"Barlett Cocke, Jr.",W,7/0/1959,553,,,,,723,Yes,No,Submersible,Domestic,Open hole from 480 to 553 ft.  Top of Edwards 476 ft.
6829910,29.518055,-98.411667,Bexar,218EDRDA,G.R. Martin ,W,1/0/1955,597,,,,,723,No,No,Turbine,Domestic,
6829911,29.516389,-98.398056,Bexar,218EDRDA,Standard Electric Co. ,W,,700,,,,,753,No,No,Turbine,Industrial,Pump set at 140 ft.
6829912,29.510834,-98.394445,Bexar,218EBFZA,Bexar County WCID #10  #4 Walzem/Crosswind,W,11/6/1967,630,,,,,748,No,Yes,Turbine,Public Supply,"Owner Well Number: #4 (Walzem Crosswind). TCEQ Source ID: G0150106C. Open hole from 434 to 630 ft. Cemented from 434 ft. to surface. Top of Edwards 436 ft.  Reported yield 1,250 gpm.  Development test: Drawdown of 5 ft. pumping 2,000 gpm for 8 hours."
6829913,29.530833,-98.379722,Bexar,218EBFZA,San Antonio Water Sys. Randolph Station #1 ,W,8/0/1968,784,10,30,0,360,811,Yes,Yes,Turbine,Public Supply,"Owner Well Number: Randolph Well 1. TCEQ Source ID: G0150018AI. Open hole from 360 to 784 ft. Development test:  Drawdown of 2 ft. pumping 5,150 gpm for 16 hours. Observation well."
6829913,29.530833,-98.379722,Bexar,218EBFZA,San Antonio Water Sys. Randolph Station #1 ,W,8/0/1968,784,101,,360,784,811,Yes,Yes,Turbine,Public Supply,"Owner Well Number: Randolph Well 1. TCEQ Source ID: G0150018AI. Open hole from 360 to 784 ft. Development test:  Drawdown of 2 ft. pumping 5,150 gpm for 16 hours. Observation well."
6829914,29.507778,-98.403889,Bexar,218EBFZA,San Antonio Water Sys. Walzem Station,W,2/0/1955,845,10,22,0,422,737,Yes,Yes,Submersible,Public Supply,"TCEQ Source ID: G0150018BF. Cemented from 422 ft. to surface. Top of Edwards 420 ft.  Development test:  Drawdown of 2 ft. pumping 2,083 gpm.  Observation well."
6829914,29.507778,-98.403889,Bexar,218EBFZA,San Antonio Water Sys. Walzem Station,W,2/0/1955,845,101,,422,845,737,Yes,Yes,Submersible,Public Supply,"TCEQ Source ID: G0150018BF. Cemented from 422 ft. to surface. Top of Edwards 420 ft.  Development test:  Drawdown of 2 ft. pumping 2,083 gpm.  Observation well."
6829915,29.531111,-98.378889,Bexar,218EBFZA,San Antonio Water Sys. Randolph Station #2 ,W,11/30/1971,824,101,,378,824,815,Yes,Yes,Turbine,Public Supply,Owner Well Number: Randolph Well 2. TCEQ Source ID: G0150018AJ. Drawdown .9 feet pumping 5665 gpm when drilled. Cemented to 378 feet.
6829916,29.510556,-98.408056,Bexar,218EBFZA,Beitel Church ,W,,434,,,,,721,Yes,No,None,Plugged or Destroyed,Well F-86 in Texas Board of Water Engineers Bulletin 5608.  Plugged. Historical observation well.
6829917,29.510278,-98.408056,Bexar,218EBFZA,Beitel Church ,W,3/0/1954,,,,,,715,Yes,No,Submersible,Domestic,Well F-189 in Texas Board of Water Engineers Bulletin 5608. Historical observation well.
6829918,29.518055,-98.388334,Bexar,218EBFZA,Bexar County WCID #10  Windcrest (Well #2),W,7/22/1960,690,10,10,0,250,790,No,Yes,Turbine,Public Supply,Owner Well Number: Windcrest well #2 (246 Zepher). TCEQ Source ID: G0150106A. 
6829918,29.518055,-98.388334,Bexar,218EBFZA,Bexar County WCID #10  Windcrest (Well #2),W,7/22/1960,690,10,8,250,380,790,No,Yes,Turbine,Public Supply,Owner Well Number: Windcrest well #2 (246 Zepher). TCEQ Source ID: G0150106A. 
6829918,29.518055,-98.388334,Bexar,218EBFZA,Bexar County WCID #10  Windcrest (Well #2),W,7/22/1960,690,101,,380,690,790,No,Yes,Turbine,Public Supply,Owner Well Number: Windcrest well #2 (246 Zepher). TCEQ Source ID: G0150106A. 
6829919,29.538056,-98.376667,Bexar,218EBFZA,Austin Highway WSC Well #2 ,W,10/0/1966,572,10,8,0,320,839,No,Yes,Submersible,Public Supply,TCEQ Source ID: G0150041B. Owners well #2. Reported yield 220 GPM. Cemented from 0 to 320 feet.
6829919,29.538056,-98.376667,Bexar,218EBFZA,Austin Highway WSC Well #2 ,W,10/0/1966,572,101,,320,572,839,No,Yes,Submersible,Public Supply,TCEQ Source ID: G0150041B. Owners well #2. Reported yield 220 GPM. Cemented from 0 to 320 feet.
6829920,29.5163889,-98.3822222,Bexar,218EDRDA,Bexar County WCID #10,W,6/5/1963,655,10,12,0,493,790,Yes,Yes,Turbine,Public Supply,Owner Well Number:  #3 (City Hall). USGS Site Number: 293100098225401. TCEQ Source ID: G0150106B. 
6829920,29.5163889,-98.3822222,Bexar,218EDRDA,Bexar County WCID #10,W,6/5/1963,655,101,,493,655,790,Yes,Yes,Turbine,Public Supply,Owner Well Number:  #3 (City Hall). USGS Site Number: 293100098225401. TCEQ Source ID: G0150106B. 
6829921,29.518889,-98.408612,Bexar,218EDRDA,"Burgess Development  Co., Inc.",W,0/0/1958,585,,,,,732,No,No,Submersible,Unused,TCEQ Source ID: G0150498A. Formerly used as PS well.
6829922,29.533055,-98.401667,Bexar,218EDRDA,Longhorn Portland  Cement Co.,W,0/0/1928,350,,,,,759,No,No,Turbine,Industrial,Well F-105 in Texas Board of Water Engineers Bulletin 5608.
6829923,29.533055,-98.401667,Bexar,218EDRDA,Longhorn Portland  Cement Co.,W,0/0/1928,470,,,,,759,Yes,No,Turbine,Industrial,Well F-106 in Texas Board of Water Engineers Bulletin 5608.
6829924,29.516112,-98.397778,Bexar,218EDRDA,Vapa Butane Co. ,W,6/0/1951,577,,,,,750,No,No,Turbine,Industrial,
6829925,29.5162694,-98.3973694,Bexar,218EDRDA,Interchange Plaza  Gill Co.,O,4/10/1987,525,10,7,0,368,754,Yes,Yes,None,Unused,GCD Well Number: Interchange Parkway. WATER AT 98FT 131FT 398FT 417FT and 457FT WELL DRILLED FOR EDWARDS UN- GROUND WATER  DISTRICT FOR MONITOR WELL. JPUMP INSTALLED FOR SAMPLE
6829925,29.5162694,-98.3973694,Bexar,218EDRDA,Interchange Plaza  Gill Co.,O,4/10/1987,525,10,13,0,14,754,Yes,Yes,None,Unused,GCD Well Number: Interchange Parkway. WATER AT 98FT 131FT 398FT 417FT and 457FT WELL DRILLED FOR EDWARDS UN- GROUND WATER  DISTRICT FOR MONITOR WELL. JPUMP INSTALLED FOR SAMPLE
6829925,29.5162694,-98.3973694,Bexar,218EDRDA,Interchange Plaza  Gill Co.,O,4/10/1987,525,10,9,0,330,754,Yes,Yes,None,Unused,GCD Well Number: Interchange Parkway. WATER AT 98FT 131FT 398FT 417FT and 457FT WELL DRILLED FOR EDWARDS UN- GROUND WATER  DISTRICT FOR MONITOR WELL. JPUMP INSTALLED FOR SAMPLE
6829925,29.5162694,-98.3973694,Bexar,218EDRDA,Interchange Plaza  Gill Co.,O,4/10/1987,525,101,,368,525,754,Yes,Yes,None,Unused,GCD Well Number: Interchange Parkway. WATER AT 98FT 131FT 398FT 417FT and 457FT WELL DRILLED FOR EDWARDS UN- GROUND WATER  DISTRICT FOR MONITOR WELL. JPUMP INSTALLED FOR SAMPLE
6829926,29.5294444,-98.3787222,Bexar,218EBFZA,San Antonio Water Sys. Randolph #3,W,4/4/1992,870,10,30,0,409,812,Yes,No,Turbine,Public Supply,Owner Well Number: Randolph Station #3. TCEQ Source ID: G0150018CZ. GCD Well Number: W100-602. Previous Well Number: 6829929. 6829929 was a duplicate of this well.
6829926,29.5294444,-98.3787222,Bexar,218EBFZA,San Antonio Water Sys. Randolph #3,W,4/4/1992,870,101,24,409,870,812,Yes,No,Turbine,Public Supply,Owner Well Number: Randolph Station #3. TCEQ Source ID: G0150018CZ. GCD Well Number: W100-602. Previous Well Number: 6829929. 6829929 was a duplicate of this well.
6829927,29.523055,-98.38,Bexar,218EDRDA,Bexar County WCID #10  #6 (9215 Jim Seal),W,2/14/1986,660,10,12,0,393,780,No,No,Turbine,Public Supply,Owner Well Number: #6 (9215 Jim Seal). TCEQ Source ID: G0150106D. 
6829927,29.523055,-98.38,Bexar,218EDRDA,Bexar County WCID #10  #6 (9215 Jim Seal),W,2/14/1986,660,101,,393,660,780,No,No,Turbine,Public Supply,Owner Well Number: #6 (9215 Jim Seal). TCEQ Source ID: G0150106D. 
6829928,29.518055,-98.414445,Bexar,218EBFZA,Serna School,W,,550,,,,,720,No,Yes,Submersible,Institution,
6829929,29.5294444,-98.3786111,Bexar,218EBFZA,San Antonio Water Sys. Randolph Station #3,W,2/22/1992,870,10,30,0,409,813,Yes,Yes,Turbine,Public Supply,Randolph #3. Cemented to 409 feet. Tested at 8507 gpm with 2 ft draw- down when drilled. This well was a duplicate of 6829926.
6829929,29.5294444,-98.3786111,Bexar,218EBFZA,San Antonio Water Sys. Randolph Station #3,W,2/22/1992,870,101,24,409,870,813,Yes,Yes,Turbine,Public Supply,Randolph #3. Cemented to 409 feet. Tested at 8507 gpm with 2 ft draw- down when drilled. This well was a duplicate of 6829926.
6829930,29.5138889,-98.3977778,Bexar,218EDRDA,"Artesian Waters, Inc.  Well #1",W,6/9/1986,515,,,,,750,No,No,Submersible,Public Supply,Owner Well Number: 1. TCEQ Source ID: G0150467A. Cemented from 0 to 404 feet. Estimated yield 250 GPM in 1986.
6830101,29.592222,-98.355556,Bexar,218EBFZA,Charles Fake,W,,350,,,,,918,Yes,No,None,Plugged or Destroyed,Destroyed
6830102,29.621944,-98.353889,Bexar,218EBFZA,Thurman Barrett ,W,9/0/1964,418,,,,,847,Yes,Yes,Turbine,Industrial,"Open hole from 78 to 418 ft. Development test:  Drawdown of 60 ft. pumping 1,237 gpm."
6830103,29.600278,-98.343056,Bexar,218EBFZA,Holy Cross Cemetery ,W,8/22/1960,841,,,,,825,No,Yes,Turbine,Industrial,"Open hole from 435 to 841 ft. Cemented from 435 ft. to surface. Top of Edwards 430 ft.  Development test:  Drawdown of 13 ft. pumping 1,802 gpm on August 22, 1960."
6830105,29.5925,-98.344445,Bexar,218EDRDA,Crea Brothers ,W,3/0/1962,504,,,,,820,Yes,No,Turbine,Irrigation,"Open hole from 421 to 504 ft.  Top of Edwards 421 ft.  Development test:  Drawdown of 9 ft. pumping 2,000 gpm in April 1962."
6830106,29.606667,-98.338611,Bexar,218EDRDA,E. Swein,W,3/6/1968,688,,,,,800,No,No,Turbine,Irrigation,"Open hole from 377 to 688 ft. Cemented from 377 ft. to surface. Top of Edwards 397 ft.  Development test:  Drawdown of 27 ft. pumping 2,500 gpm for 2 hours on March 7, 1968."
6830107,29.5975,-98.34,Bexar,218EDRDA,Elmer Pape,W,12/0/1970,591,,,,,788,Yes,No,Turbine,Irrigation,"Open hole from 465 to 595 ft. Cemented from 37 ft. to surface. Top of Edwards 465 ft.  Development test:  Drawdown of 49 ft. pumping 2,500 gpm for 3 hours in Dec. 1970."
6830108,29.617222,-98.353612,Bexar,218EBFZA,Barrett Industries,W,8/0/1970,402,10,8,0,228,870,No,Yes,Submersible,Domestic,
6830108,29.617222,-98.353612,Bexar,218EBFZA,Barrett Industries,W,8/0/1970,402,101,,228,402,870,No,Yes,Submersible,Domestic,
6830109,29.589445,-98.360834,Bexar,218EBFZA,San Antonio Water Sys. Stahl #1,W,4/20/1973,710,,,,,947,Yes,Yes,None,Plugged or Destroyed,"USGS Site Number: 293525098213701. TCEQ Source ID: G0150018CS. Top of Edwards 397 ft.  Pump test: Drawdown of 1.57 ft. pumping 2,845 gpm for 5 hours on April 26, 1973. Orinally Fox Run well. Plugged PS well."
6830110,29.62,-98.351945,Bexar,218EDRDA,Barrett Industries,W,8/30/1983,460,10,14,0,260,840,Yes,No,,Industrial,Estimated yield 500+ GPM in 1983. Cemented from 0 to 260 feet.
6830110,29.62,-98.351945,Bexar,218EDRDA,Barrett Industries,W,8/30/1983,460,101,9,260,460,840,Yes,No,,Industrial,Estimated yield 500+ GPM in 1983. Cemented from 0 to 260 feet.
6830112,29.589722,-98.354167,Bexar,218EBFZA,Eddie's Quality Meats,W,,670,,,,,875,No,No,,Unused,TCEQ Source ID: G0150394A. Unused PS well.
